Order_ID,Order_Date,Region,City,Segment,Channel,Category,Subcategory,Product_ID,Customer_ID,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Year,Month,Month_Name,Quarter
SO01025,2023-01-17,South,Chennai,Corporate,Distributor,Furniture,Storage,P10087,C1024,5,10704.2,0.1025,48037.58,35976.18,12061.39,0.25108238175195335,2023,1,Jan,Q1
SO01026,2023-05-11,Central,Raipur,Home Office,Retail Store,Furniture,Tables,P10087,C1081,2,7957.56,0.2894,11309.5,7739.77,3569.73,0.3156399487156815,2023,5,May,Q2
SO01027,2023-09-15,East,Patna,Corporate,Online,Technology,Accessories,P10012,C1268,2,14123.7,0.3306,18909.22,10637.95,8271.27,0.4374199464599809,2023,9,Sep,Q3
SO01028,2023-04-01,East,Kolkata,Corporate,Retail Store,Office Supplies,Paper,P10087,C1566,1,465.36,0.2932,328.91,195.34,133.57,0.4060989328387704,2023,4,Apr,Q2
SO01029,2024-02-24,South,Kochi,Consumer,Online,Furniture,Bookcases,P10077,C1087,10,9490.69,0.1369,81915.68,53676.04,28239.64,0.34474034763551986,2024,2,Feb,Q1
SO01030,2025-03-25,Central,Bhopal,Consumer,Retail Store,Furniture,Chairs,P10083,C1482,7,11679.99,0.4703,43307.76,30032.37,13275.39,0.3065360572793421,2025,3,Mar,Q1
SO01031,2023-09-07,Central,Nagpur,Consumer,Distributor,Furniture,Storage,P10096,C1261,10,4749.15,0.4787,24758.15,18203.69,6554.47,0.264739893731963,2023,9,Sep,Q3
SO01032,2024-06-09,Central,Raipur,Corporate,Online,Furniture,Tables,P10091,C1482,10,9681.3,0.3373,64159.55,43965.55,20194.01,0.31474675243202294,2024,6,Jun,Q2
SO01033,2023-10-12,South,Bengaluru,Home Office,Retail Store,Furniture,Storage,P10036,C1530,5,10166.09,0.55,22873.7,16252.69,6621.01,0.28945951026725014,2023,10,Oct,Q4
SO01034,2024-01-27,South,Hyderabad,Consumer,Retail Store,Technology,Printers,P10065,C1356,1,18602.16,0.1639,15553.17,9603.08,5950.08,0.38256381175027343,2024,1,Jan,Q1
SO01035,2024-10-07,Central,Bhopal,Consumer,Retail Store,Office Supplies,Envelopes,P10053,C1082,5,863.91,0.2193,3372.44,1895.24,1477.2,0.43802113603207177,2024,10,Oct,Q4
SO01036,2024-03-16,South,Hyderabad,Corporate,Online,Office Supplies,Envelopes,P10003,C1121,10,737.98,0.1787,6061.13,3398.65,2662.48,0.4392712250025985,2024,3,Mar,Q1
SO01037,2024-02-14,West,Mumbai,Home Office,Distributor,Furniture,Tables,P10098,C1214,2,6700.58,0.0995,12067.85,8423.01,3644.84,0.302028944675315,2024,2,Feb,Q1
SO01038,2024-06-11,North,Lucknow,Consumer,Distributor,Office Supplies,Paper,P10061,C1177,6,1701.77,0.1732,8441.96,4548.12,3893.84,0.4612483356945544,2024,6,Jun,Q2
SO01039,2024-02-20,South,Kochi,Corporate,Retail Store,Office Supplies,Binders,P10067,C1129,3,708.91,0.2828,1525.2,903.41,621.79,0.4076776816155258,2024,2,Feb,Q1
SO01040,2025-01-10,West,Pune,Consumer,Online,Office Supplies,Pens,P10061,C1375,5,678.32,0.1681,2821.49,1621.01,1200.48,0.4254773187216684,2025,1,Jan,Q1
SO01041,2024-07-11,South,Hyderabad,Corporate,Distributor,Technology,Phones,P10038,C1374,6,19781.06,0.4811,61588.09,41638.33,19949.76,0.32392236875668656,2024,7,Jul,Q3
SO01042,2023-08-23,South,Kochi,Home Office,Online,Office Supplies,Binders,P10034,C1231,8,1274.48,0.2598,7546.56,3849.3,3697.25,0.4899252109570453,2023,8,Aug,Q3
SO01043,2025-03-29,Central,Nagpur,Corporate,Online,Technology,Laptops,P10065,C1513,3,15925.65,0.3769,29769.53,22717.12,7052.41,0.23690028025299695,2025,3,Mar,Q1
SO01044,2025-10-21,West,Surat,Home Office,Online,Technology,Phones,P10070,C1354,1,25107.18,0.4257,14418.85,10839.7,3579.15,0.24822714710257754,2025,10,Oct,Q4
SO01045,2025-03-09,North,Lucknow,Consumer,Online,Technology,Printers,P10009,C1420,2,28209.92,0.1689,46892.78,32762.71,14130.07,0.3013271979183149,2025,3,Mar,Q1
SO01046,2025-10-02,Central,Bhopal,Home Office,Retail Store,Office Supplies,Pens,P10083,C1155,6,850.9,0.2687,3733.81,2015.47,1718.34,0.4602108837889448,2025,10,Oct,Q4
SO01047,2025-03-05,South,Chennai,Corporate,Retail Store,Furniture,Storage,P10008,C1563,8,12546.59,0.1308,87243.68,64467.83,22775.85,0.26106017077684024,2025,3,Mar,Q1
SO01048,2024-03-10,South,Kochi,Corporate,Online,Technology,Printers,P10054,C1276,4,25481.84,0.2303,78457.11,51208.27,27248.85,0.3473088672269473,2024,3,Mar,Q1
SO01049,2023-09-14,Central,Bhopal,Corporate,Online,Furniture,Tables,P10067,C1096,10,9115.31,0.4037,54352.81,35807.57,18545.24,0.3412011264918962,2023,9,Sep,Q3
SO01050,2024-07-23,North,Lucknow,Corporate,Retail Store,Technology,Laptops,P10068,C1217,6,20595.12,0.1096,110030.49,79814.72,30215.77,0.2746127005341883,2024,7,Jul,Q3
SO01051,2025-10-08,South,Chennai,Consumer,Distributor,Technology,Laptops,P10073,C1017,6,19676.55,0.55,53126.69,32434.55,20692.15,0.3894869038519057,2025,10,Oct,Q4
SO01052,2023-01-12,Central,Raipur,Corporate,Distributor,Office Supplies,Envelopes,P10091,C1270,5,1491.74,0.1682,6203.93,3615.8,2588.13,0.41717588689749885,2023,1,Jan,Q1
SO01053,2025-01-14,West,Mumbai,Corporate,Online,Office Supplies,Paper,P10041,C1035,7,876.13,0.1986,4915.17,2527.56,2387.61,0.485763462911761,2025,1,Jan,Q1
SO01054,2023-05-04,North,Jaipur,Consumer,Online,Furniture,Storage,P10024,C1217,4,10239.17,0.3859,25151.36,19483.79,5667.57,0.2253385105218962,2023,5,May,Q2
SO01055,2025-01-07,South,Hyderabad,Home Office,Online,Furniture,Bookcases,P10018,C1586,4,13363.56,0.1598,44912.24,35737.53,9174.71,0.20428083747325895,2025,1,Jan,Q1
SO01056,2024-05-23,West,Mumbai,Consumer,Online,Office Supplies,Binders,P10068,C1401,3,807.59,0.2152,1901.35,1084.79,816.57,0.4294685355142399,2024,5,May,Q2
SO01057,2023-09-03,North,Delhi,Consumer,Retail Store,Technology,Printers,P10006,C1474,7,19880.88,0.076,128594.62,95040.19,33554.42,0.26093175593193557,2023,9,Sep,Q3
SO01058,2025-03-12,West,Pune,Consumer,Retail Store,Office Supplies,Paper,P10002,C1581,8,1109.14,0.3477,5787.58,3426.1,2361.47,0.40802373358122046,2025,3,Mar,Q1
SO01059,2024-11-10,West,Pune,Corporate,Retail Store,Office Supplies,Binders,P10098,C1265,8,1036.01,0.238,6315.51,3890.5,2425.01,0.38397690764482995,2024,11,Nov,Q4
SO01060,2024-05-01,South,Bengaluru,Consumer,Online,Furniture,Storage,P10062,C1576,3,5414.84,0.2705,11850.48,8745.9,3104.58,0.26197926159953017,2024,5,May,Q2
SO01061,2024-01-04,East,Bhubaneswar,Consumer,Retail Store,Furniture,Storage,P10021,C1110,3,9337.95,0.2489,21040.37,14890.48,6149.89,0.29229001201024507,2024,1,Jan,Q1
SO01062,2024-02-10,North,Delhi,Corporate,Distributor,Technology,Laptops,P10062,C1447,6,31616.06,0.3328,126569.32,77846.35,48722.97,0.3849508711905855,2024,2,Feb,Q1
SO01063,2023-07-29,East,Kolkata,Consumer,Online,Technology,Printers,P10071,C1426,2,33345.9,0.1565,56252.01,38509.16,17742.85,0.31541717353744336,2023,7,Jul,Q3
SO01064,2023-09-12,Central,Indore,Consumer,Online,Technology,Phones,P10026,C1317,2,20362.15,0.4,24432.92,16726.94,7705.98,0.31539332998266273,2023,9,Sep,Q3
SO01065,2023-04-05,North,Chandigarh,Consumer,Online,Furniture,Chairs,P10074,C1329,9,8119.31,0.184,59631.42,38690.61,20940.81,0.3511707418672908,2023,4,Apr,Q2
SO01066,2025-11-04,North,Chandigarh,Consumer,Online,Office Supplies,Binders,P10060,C1509,8,989.41,0.3091,5468.74,3503.28,1965.46,0.35939905718684745,2025,11,Nov,Q4
SO01067,2023-04-14,Central,Bhopal,Consumer,Online,Office Supplies,Envelopes,P10039,C1001,6,1000.74,0.232,4611.13,2696.61,1914.52,0.4151954076332699,2023,4,Apr,Q2
SO01068,2025-11-16,West,Mumbai,Corporate,Online,Furniture,Bookcases,P10009,C1057,4,2533.78,0.2246,7858.36,5232.76,2625.6,0.334115515196555,2025,11,Nov,Q4
SO01069,2025-10-25,West,Pune,Corporate,Retail Store,Office Supplies,Envelopes,P10053,C1089,10,1471.73,0.2495,11044.83,6405.92,4638.91,0.42000736996404653,2025,10,Oct,Q4
SO01070,2023-04-30,North,Lucknow,Home Office,Distributor,Technology,Printers,P10067,C1542,6,16837.64,0.55,45461.64,27968.51,17493.13,0.3847888021637583,2023,4,Apr,Q2
SO01071,2024-07-16,North,Jaipur,Consumer,Online,Office Supplies,Paper,P10088,C1082,8,1124.96,0.1155,7960.11,4908.63,3051.47,0.3833452050285737,2024,7,Jul,Q3
SO01072,2024-08-02,Central,Indore,Consumer,Retail Store,Furniture,Bookcases,P10012,C1187,3,3648.3,0.1294,9528.39,6570.57,2957.82,0.3104218026340232,2024,8,Aug,Q3
SO01073,2025-06-02,South,Bengaluru,Home Office,Online,Technology,Accessories,P10075,C1223,1,25031.29,0.2393,19040.24,10598.31,8441.93,0.4433730877341882,2025,6,Jun,Q2
SO01074,2023-04-12,West,Ahmedabad,Home Office,Retail Store,Furniture,Chairs,P10099,C1384,2,8174.3,0.1794,13415.38,9568.34,3847.04,0.28676340140942713,2023,4,Apr,Q2
SO01075,2025-11-27,South,Hyderabad,Corporate,Online,Furniture,Storage,P10058,C1014,8,4721.04,0.334,25152.22,17055.17,8097.05,0.3219218820446068,2025,11,Nov,Q4
SO01076,2024-04-29,West,Surat,Consumer,Retail Store,Office Supplies,Binders,P10030,C1380,7,1445.06,0.55,4551.93,2962.44,1589.49,0.34919034343674,2024,4,Apr,Q2
SO01077,2024-06-15,East,Bhubaneswar,Corporate,Online,Office Supplies,Paper,P10022,C1523,7,818.86,0.1456,4897.45,3102.97,1794.47,0.3664090496074488,2024,6,Jun,Q2
SO01078,2023-12-20,North,Delhi,Consumer,Online,Office Supplies,Envelopes,P10025,C1041,2,522.91,0.4085,618.63,343.53,275.1,0.44469230396198056,2023,12,Dec,Q4
SO01079,2025-01-07,South,Chennai,Consumer,Retail Store,Office Supplies,Pens,P10060,C1107,7,1175.38,0.308,5693.64,3366.67,2326.97,0.40869636998475484,2025,1,Jan,Q1
SO01080,2023-02-05,West,Mumbai,Corporate,Online,Furniture,Storage,P10017,C1153,3,5836.49,0.4767,9163.33,5999.67,3163.66,0.3452522172616287,2023,2,Feb,Q1
SO01081,2024-07-04,Central,Bhopal,Home Office,Online,Technology,Accessories,P10031,C1409,9,11689.83,0.2873,74979.82,44732.89,30246.93,0.40340094174672597,2024,7,Jul,Q3
SO01082,2024-01-06,North,Delhi,Corporate,Online,Technology,Laptops,P10097,C1054,6,11080.23,0.3316,44434.8,34271.89,10162.9,0.22871488112920502,2024,1,Jan,Q1
SO01083,2025-09-04,West,Mumbai,Corporate,Online,Office Supplies,Pens,P10008,C1578,6,633.32,0.2025,3030.57,1840.9,1189.66,0.392553216061665,2025,9,Sep,Q3
SO01084,2025-01-15,North,Jaipur,Consumer,Online,Furniture,Bookcases,P10017,C1384,3,8131.56,0.1495,20748.78,15208.78,5540.0,0.26700365033510404,2025,1,Jan,Q1
SO01085,2024-08-16,Central,Indore,Home Office,Online,Office Supplies,Pens,P10075,C1317,2,1043.14,0.1471,1779.3,1016.6,762.7,0.4286517169673467,2024,8,Aug,Q3
SO01086,2023-04-17,East,Patna,Corporate,Retail Store,Furniture,Storage,P10100,C1537,10,6560.24,0.2565,48773.02,32887.44,15885.58,0.3257042520639485,2023,4,Apr,Q2
SO01087,2024-03-13,West,Surat,Home Office,Retail Store,Office Supplies,Binders,P10023,C1242,2,623.97,0.1849,1017.16,505.22,511.94,0.5033033151126667,2024,3,Mar,Q1
SO01088,2023-03-04,West,Mumbai,Home Office,Online,Office Supplies,Paper,P10052,C1133,2,742.14,0.0498,1410.3,790.9,619.4,0.4391973339005885,2023,3,Mar,Q1
SO01089,2025-02-19,North,Jaipur,Consumer,Distributor,Office Supplies,Binders,P10043,C1198,4,372.5,0.199,1193.47,720.27,473.19,0.39648252574425835,2025,2,Feb,Q1
SO01090,2024-09-04,Central,Raipur,Consumer,Online,Technology,Accessories,P10050,C1117,8,20352.31,0.3768,101471.79,59643.48,41828.32,0.4122162425635736,2024,9,Sep,Q3
SO01091,2025-11-08,Central,Nagpur,Consumer,Distributor,Office Supplies,Pens,P10046,C1146,3,945.74,0.1534,2402.01,1347.03,1054.99,0.43921132718015327,2025,11,Nov,Q4
SO01092,2025-12-29,South,Kochi,Home Office,Retail Store,Furniture,Bookcases,P10028,C1055,4,8206.33,0.3145,22500.23,15208.94,7291.29,0.3240540207811209,2025,12,Dec,Q4
SO01093,2025-07-25,East,Patna,Home Office,Retail Store,Furniture,Chairs,P10058,C1445,9,5930.72,0.2323,40977.31,29883.91,11093.4,0.270720552422792,2025,7,Jul,Q3
SO01094,2024-08-04,West,Surat,Consumer,Online,Furniture,Chairs,P10048,C1405,3,7258.1,0.2116,17167.86,12384.37,4783.48,0.2786299515489991,2024,8,Aug,Q3
SO01095,2025-11-17,North,Lucknow,Home Office,Online,Technology,Printers,P10046,C1526,6,15070.33,0.1543,76467.24,52352.43,24114.81,0.31536132335886585,2025,11,Nov,Q4
SO01096,2025-06-27,West,Mumbai,Corporate,Distributor,Furniture,Tables,P10037,C1358,1,10350.25,0.55,4657.61,3222.8,1434.81,0.30805713660010176,2025,6,Jun,Q2
SO01097,2024-11-04,South,Hyderabad,Home Office,Online,Office Supplies,Envelopes,P10015,C1570,5,1255.15,0.315,4298.79,2506.82,1791.97,0.4168545102226441,2024,11,Nov,Q4
SO01098,2025-12-06,Central,Nagpur,Corporate,Retail Store,Office Supplies,Pens,P10042,C1096,5,1217.2,0.4713,3217.9,2027.18,1190.72,0.37003014388265637,2025,12,Dec,Q4
SO01099,2023-01-31,Central,Nagpur,Corporate,Retail Store,Office Supplies,Pens,P10093,C1127,6,739.59,0.1673,3695.11,2106.8,1588.31,0.4298410602120099,2023,1,Jan,Q1
SO01100,2023-01-21,West,Ahmedabad,Corporate,Distributor,Furniture,Storage,P10087,C1170,10,4151.3,0.0583,39092.85,29633.36,9459.49,0.24197493915127702,2023,1,Jan,Q1
SO01101,2025-03-04,South,Bengaluru,Consumer,Online,Technology,Accessories,P10027,C1418,4,28741.87,0.1513,97575.87,63369.81,34206.06,0.3505585960955306,2025,3,Mar,Q1
SO01102,2024-03-30,Central,Nagpur,Consumer,Online,Furniture,Bookcases,P10015,C1463,7,5024.55,0.3135,24146.74,17621.93,6524.82,0.27021535826368276,2024,3,Mar,Q1
SO01103,2025-11-28,West,Ahmedabad,Corporate,Retail Store,Technology,Phones,P10051,C1339,3,22436.53,0.3097,46463.38,32304.26,14159.11,0.30473697780919085,2025,11,Nov,Q4
SO01104,2024-05-26,North,Delhi,Consumer,Retail Store,Furniture,Chairs,P10078,C1592,7,6344.82,0.1724,36757.05,25732.89,11024.16,0.29991960725901556,2024,5,May,Q2
SO01105,2024-07-18,North,Delhi,Consumer,Retail Store,Technology,Accessories,P10050,C1299,7,18541.05,0.2089,102672.57,69184.02,33488.54,0.32616832324349143,2024,7,Jul,Q3
SO01106,2023-09-19,Central,Indore,Consumer,Retail Store,Furniture,Bookcases,P10016,C1335,5,4866.28,0.1649,20319.04,16743.05,3575.99,0.17599207442871315,2023,9,Sep,Q3
SO01107,2025-10-24,West,Surat,Corporate,Retail Store,Office Supplies,Binders,P10007,C1552,4,957.53,0.1488,3260.16,1717.95,1542.21,0.4730473351001178,2025,10,Oct,Q4
SO01108,2024-08-11,East,Kolkata,Corporate,Retail Store,Office Supplies,Binders,P10054,C1513,10,1010.17,0.05,9596.82,5849.51,3747.31,0.39047413622429095,2024,8,Aug,Q3
SO01109,2024-11-16,East,Patna,Consumer,Distributor,Technology,Phones,P10062,C1428,9,15502.73,0.1702,115783.58,79342.3,36441.28,0.3147361655253707,2024,11,Nov,Q4
SO01110,2024-07-13,Central,Indore,Corporate,Distributor,Technology,Printers,P10076,C1133,6,19330.09,0.5089,56952.3,41018.03,15934.27,0.2797827304604028,2024,7,Jul,Q3
SO01111,2025-09-15,East,Kolkata,Consumer,Retail Store,Technology,Phones,P10003,C1077,10,22981.9,0.3957,138890.97,96663.4,42227.56,0.30403387635639667,2025,9,Sep,Q3
SO01112,2025-08-01,East,Bhubaneswar,Home Office,Distributor,Technology,Laptops,P10052,C1368,9,17297.14,0.0854,142373.81,97801.97,44571.83,0.3130620020634413,2025,8,Aug,Q3
SO01113,2024-02-27,West,Pune,Consumer,Online,Office Supplies,Pens,P10026,C1575,4,899.27,0.1449,3076.02,1843.89,1232.14,0.40056306525965374,2024,2,Feb,Q1
SO01114,2024-06-30,North,Lucknow,Consumer,Retail Store,Office Supplies,Paper,P10030,C1344,6,597.42,0.1731,2964.11,1669.46,1294.65,0.43677528836649115,2024,6,Jun,Q2
SO01115,2024-02-18,South,Bengaluru,Home Office,Retail Store,Technology,Phones,P10092,C1336,10,26210.13,0.3239,177201.51,120928.31,56273.2,0.3175661426361434,2024,2,Feb,Q1
SO01116,2024-02-15,West,Ahmedabad,Consumer,Distributor,Technology,Laptops,P10084,C1218,4,17750.44,0.2509,53189.78,38042.08,15147.69,0.28478572387402246,2024,2,Feb,Q1
SO01117,2024-10-11,East,Bhubaneswar,Consumer,Online,Office Supplies,Paper,P10002,C1377,3,758.34,0.3991,1366.98,894.93,472.05,0.3453232673484616,2024,10,Oct,Q4
SO01118,2025-12-10,West,Ahmedabad,Consumer,Distributor,Furniture,Tables,P10058,C1069,8,6891.85,0.2132,43379.66,31795.56,11584.1,0.26703989842244036,2025,12,Dec,Q4
SO01119,2023-03-04,South,Chennai,Consumer,Distributor,Technology,Laptops,P10021,C1165,2,18595.58,0.1444,31819.7,21653.35,10166.35,0.31949861249477524,2023,3,Mar,Q1
SO01120,2023-09-14,West,Ahmedabad,Consumer,Online,Office Supplies,Paper,P10028,C1055,7,679.66,0.3651,3020.66,1895.06,1125.6,0.3726337952632868,2023,9,Sep,Q3
SO01121,2025-12-03,East,Bhubaneswar,Consumer,Retail Store,Office Supplies,Binders,P10015,C1017,7,934.36,0.2079,5180.76,2909.97,2270.8,0.4383140697503841,2025,12,Dec,Q4
SO01122,2025-10-07,North,Chandigarh,Consumer,Retail Store,Technology,Laptops,P10037,C1295,10,22455.42,0.1242,196660.18,116099.77,80560.41,0.40964271465631735,2025,10,Oct,Q4
SO01123,2025-06-17,Central,Nagpur,Corporate,Online,Technology,Laptops,P10010,C1092,6,31492.09,0.2376,144050.88,100193.46,43857.42,0.3044578415626478,2025,6,Jun,Q2
SO01124,2023-06-27,Central,Nagpur,Consumer,Online,Technology,Accessories,P10027,C1560,8,24459.98,0.1937,157780.21,112772.77,45007.43,0.2852539618244899,2023,6,Jun,Q2
SO01125,2024-05-22,West,Mumbai,Corporate,Online,Technology,Laptops,P10014,C1002,7,21379.89,0.0861,136772.5,72831.62,63940.88,0.4674980716152735,2024,5,May,Q2
SO01126,2024-01-29,South,Kochi,Corporate,Retail Store,Furniture,Storage,P10092,C1428,7,9488.84,0.3101,45825.06,28470.46,17354.6,0.37871417953408026,2024,1,Jan,Q1
SO01127,2023-10-25,South,Bengaluru,Corporate,Online,Technology,Laptops,P10007,C1018,6,33592.09,0.2314,154913.44,116747.6,38165.84,0.2463688108662489,2023,10,Oct,Q4
SO01128,2025-04-01,South,Chennai,Corporate,Online,Furniture,Bookcases,P10095,C1056,8,7917.02,0.55,28501.27,20468.92,8032.35,0.28182428361964224,2025,4,Apr,Q2
SO01129,2025-10-26,West,Mumbai,Consumer,Online,Technology,Accessories,P10099,C1265,5,28560.22,0.2116,112591.24,70821.1,41770.14,0.37098925280510275,2025,10,Oct,Q4
SO01130,2023-01-10,West,Mumbai,Consumer,Online,Office Supplies,Paper,P10021,C1222,6,649.24,0.1279,3397.23,2271.12,1126.1,0.33147593774928397,2023,1,Jan,Q1
SO01131,2024-05-29,Central,Bhopal,Consumer,Retail Store,Office Supplies,Paper,P10028,C1528,10,590.69,0.3653,3749.42,1800.1,1949.32,0.5198990777240213,2024,5,May,Q2
SO01132,2025-09-14,South,Bengaluru,Consumer,Online,Technology,Phones,P10068,C1085,3,19007.87,0.4763,29861.07,18627.46,11233.61,0.37619582955332814,2025,9,Sep,Q3
SO01133,2023-08-31,South,Kochi,Consumer,Online,Office Supplies,Binders,P10061,C1089,6,989.08,0.2314,4561.39,3039.38,1522.01,0.33367241126060254,2023,8,Aug,Q3
SO01134,2025-06-17,Central,Indore,Consumer,Online,Furniture,Storage,P10096,C1586,3,8652.77,0.2658,19058.68,14242.18,4816.5,0.25271949578879543,2025,6,Jun,Q2
SO01135,2025-11-07,Central,Bhopal,Consumer,Online,Office Supplies,Binders,P10008,C1454,5,1002.03,0.2521,3746.95,2188.41,1558.54,0.41594897183042207,2025,11,Nov,Q4
SO01136,2024-06-27,East,Patna,Corporate,Distributor,Office Supplies,Envelopes,P10061,C1024,9,360.4,0.2265,2508.88,1706.16,802.72,0.31995153215777555,2024,6,Jun,Q2
SO01137,2023-03-25,East,Kolkata,Corporate,Distributor,Technology,Accessories,P10007,C1168,5,20924.78,0.1198,92091.79,56640.76,35451.04,0.3849533166854505,2023,3,Mar,Q1
SO01138,2023-11-27,Central,Indore,Consumer,Retail Store,Technology,Laptops,P10065,C1515,9,19936.93,0.3082,124124.47,87123.08,37001.39,0.2980990774824658,2023,11,Nov,Q4
SO01139,2024-02-03,West,Surat,Home Office,Online,Technology,Phones,P10003,C1535,6,17039.07,0.1649,85374.71,54568.84,30805.86,0.3608312110225616,2024,2,Feb,Q1
SO01140,2025-10-20,Central,Indore,Consumer,Retail Store,Office Supplies,Envelopes,P10050,C1542,10,1424.77,0.2809,10245.71,5865.02,4380.7,0.42756431716298826,2025,10,Oct,Q4
SO01141,2025-10-06,West,Pune,Consumer,Online,Furniture,Chairs,P10085,C1091,10,8157.76,0.291,57841.75,43077.93,14763.83,0.2552452164742595,2025,10,Oct,Q4
SO01142,2024-10-05,West,Mumbai,Home Office,Distributor,Technology,Phones,P10038,C1397,8,21018.38,0.2566,124993.76,92580.28,32413.48,0.25932078529360186,2024,10,Oct,Q4
SO01143,2025-03-04,West,Ahmedabad,Home Office,Retail Store,Technology,Phones,P10014,C1005,2,6750.99,0.1853,10999.87,8505.44,2494.42,0.226768134532499,2025,3,Mar,Q1
SO01144,2023-10-07,East,Guwahati,Corporate,Distributor,Technology,Printers,P10018,C1202,9,22177.62,0.1579,168091.41,111893.23,56198.18,0.33433106427032766,2023,10,Oct,Q4
SO01145,2023-06-01,Central,Bhopal,Consumer,Online,Furniture,Tables,P10013,C1044,5,10615.75,0.1328,46029.82,30356.87,15672.95,0.3404955743906885,2023,6,Jun,Q2
SO01146,2023-09-18,West,Surat,Consumer,Retail Store,Office Supplies,Binders,P10097,C1569,6,826.12,0.2286,3823.5,2134.55,1688.95,0.44172878252909636,2023,9,Sep,Q3
SO01147,2025-04-10,East,Kolkata,Consumer,Retail Store,Furniture,Bookcases,P10077,C1384,10,6308.43,0.4024,37699.69,27289.71,10409.98,0.27612906100819395,2025,4,Apr,Q2
SO01148,2025-08-23,Central,Raipur,Consumer,Retail Store,Office Supplies,Pens,P10044,C1403,7,1143.72,0.55,3602.73,2047.16,1555.57,0.4317753481387725,2025,8,Aug,Q3
SO01149,2024-12-16,Central,Bhopal,Corporate,Online,Technology,Phones,P10014,C1281,5,23371.73,0.1807,95741.45,56641.64,39099.81,0.40838957421263206,2024,12,Dec,Q4
SO01150,2024-02-26,Central,Indore,Consumer,Distributor,Technology,Laptops,P10042,C1153,7,20249.0,0.1909,114677.41,77947.79,36729.62,0.32028644525543437,2024,2,Feb,Q1
SO01151,2023-10-14,West,Ahmedabad,Corporate,Retail Store,Office Supplies,Envelopes,P10052,C1340,2,514.1,0.2695,751.07,468.91,282.17,0.37569068129468625,2023,10,Oct,Q4
SO01152,2024-12-04,West,Mumbai,Corporate,Online,Furniture,Storage,P10012,C1232,10,7851.35,0.4873,40257.69,29457.03,10800.66,0.26828812085343196,2024,12,Dec,Q4
SO01153,2025-01-30,North,Lucknow,Consumer,Distributor,Furniture,Chairs,P10005,C1067,5,9588.81,0.3202,32594.2,24415.55,8178.65,0.2509234771830571,2025,1,Jan,Q1
SO01154,2025-10-31,South,Hyderabad,Consumer,Online,Technology,Printers,P10053,C1385,5,23260.1,0.2532,86848.17,52835.21,34012.96,0.3916370373722325,2025,10,Oct,Q4
SO01155,2023-06-24,North,Chandigarh,Corporate,Online,Office Supplies,Paper,P10081,C1491,8,366.78,0.1987,2351.22,1356.96,994.26,0.42286982928011846,2023,6,Jun,Q2
SO01156,2025-04-20,North,Lucknow,Corporate,Online,Office Supplies,Envelopes,P10098,C1484,5,406.4,0.3595,1301.42,701.38,600.04,0.46106560526194457,2025,4,Apr,Q2
SO01157,2023-12-05,South,Kochi,Corporate,Online,Furniture,Storage,P10055,C1401,7,11622.83,0.2856,58126.32,44007.62,14118.7,0.24289684948229995,2023,12,Dec,Q4
SO01158,2023-12-10,Central,Nagpur,Consumer,Retail Store,Technology,Laptops,P10007,C1590,1,30328.63,0.2709,22111.84,14885.28,7226.56,0.3268185732168829,2023,12,Dec,Q4
SO01159,2023-03-11,South,Bengaluru,Consumer,Online,Office Supplies,Binders,P10081,C1362,5,850.82,0.2575,3158.8,1674.54,1484.26,0.4698809674559959,2023,3,Mar,Q1
SO01160,2024-07-23,North,Chandigarh,Corporate,Retail Store,Office Supplies,Paper,P10081,C1169,1,869.93,0.1978,697.84,371.62,326.22,0.4674710535366273,2024,7,Jul,Q3
SO01161,2023-09-26,West,Pune,Consumer,Retail Store,Furniture,Bookcases,P10014,C1538,4,7292.69,0.1778,23984.34,16662.53,7321.81,0.30527460834861414,2023,9,Sep,Q3
SO01162,2024-02-26,North,Chandigarh,Corporate,Retail Store,Furniture,Chairs,P10086,C1506,2,8837.68,0.1902,14313.26,10882.73,3430.53,0.23967495874454878,2024,2,Feb,Q1
SO01163,2024-12-11,East,Kolkata,Corporate,Online,Technology,Printers,P10096,C1162,6,26473.97,0.3194,108108.57,69065.36,39043.2,0.3611480569949264,2024,12,Dec,Q4
SO01164,2025-12-20,West,Mumbai,Consumer,Distributor,Furniture,Storage,P10072,C1165,10,10967.92,0.2024,87477.97,60870.9,26607.07,0.30415737813760424,2025,12,Dec,Q4
SO01165,2023-08-26,West,Surat,Consumer,Online,Furniture,Chairs,P10033,C1335,6,8668.06,0.2971,36557.03,25076.92,11480.11,0.3140328959983894,2023,8,Aug,Q3
SO01166,2025-03-25,West,Ahmedabad,Corporate,Distributor,Technology,Laptops,P10058,C1257,6,31847.86,0.3449,125186.38,80855.09,44331.29,0.3541223094716853,2025,3,Mar,Q1
SO01167,2025-01-26,Central,Raipur,Home Office,Online,Technology,Printers,P10031,C1489,8,29703.49,0.1856,193521.45,133607.26,59914.19,0.30959973687671316,2025,1,Jan,Q1
SO01168,2025-12-09,North,Delhi,Consumer,Retail Store,Furniture,Chairs,P10069,C1222,10,7266.36,0.2101,57398.73,43226.54,14172.19,0.24690772774937703,2025,12,Dec,Q4
SO01169,2024-03-20,North,Delhi,Consumer,Online,Technology,Printers,P10004,C1400,7,10437.04,0.467,38939.94,28490.41,10449.53,0.26834992555201675,2024,3,Mar,Q1
